People,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10
P00132,5,1,4,1,5,2,5,4,4,2,5,2,4,3,4,4,5,4,4,4,1,5,1,5,1,4,1,4,4,2,1,3,3,3,4,2,5,1,4,2,5,1,3,1,4,2,4,4,5,4
P00133,3,5,2,5,2,1,1,5,2,5,3,3,4,3,2,2,3,2,3,3,2,3,3,3,2,3,2,4,2,2,3,3,4,2,2,2,4,2,4,3,3,1,4,2,3,2,3,2,4,3
P00134,1,2,4,4,4,2,3,5,3,3,2,4,1,4,2,2,3,1,2,1,1,4,3,4,2,5,2,5,4,4,4,2,4,1,4,2,4,1,2,4,4,3,3,2,4,3,4,4,4,3
P00135,5,2,5,1,5,1,3,1,5,1,4,3,5,2,2,2,2,2,5,1,1,3,2,3,3,4,2,5,4,4,2,4,4,4,2,2,3,3,3,3,5,2,5,3,3,1,3,4,5,4
P00136,2,2,2,2,2,2,2,2,4,4,3,3,4,2,3,4,4,4,4,2,3,3,4,3,3,2,3,3,4,2,4,4,4,3,4,4,3,2,4,4,5,2,5,1,5,1,4,3,5,5
P00137,3,1,4,3,4,1,2,3,1,5,3,5,3,1,1,2,1,1,4,1,1,3,2,5,4,5,2,5,5,5,5,5,5,1,3,4,4,3,5,5,2,4,5,3,5,1,5,1,5,4
P00138,5,1,5,1,5,1,5,1,5,1,4,3,4,2,5,4,4,4,4,4,2,5,3,5,1,5,1,4,4,5,3,5,3,3,1,5,3,1,3,3,3,2,5,2,3,1,5,3,2,5
P00139,1,2,3,4,3,1,1,4,4,3,4,2,5,1,5,2,3,1,2,2,1,5,3,5,1,5,1,4,5,5,2,4,3,5,1,5,2,4,1,1,5,1,5,1,4,1,4,1,5,5
P00140,1,2,2,5,2,1,1,5,2,5,4,3,5,1,1,4,4,2,5,5,4,3,5,2,3,1,5,3,2,2,4,2,5,3,2,1,5,3,3,4,2,2,4,1,1,2,3,2,5,3
P00141,3,1,4,3,3,1,2,4,3,5,4,4,5,2,3,3,3,1,4,2,1,4,1,4,2,4,1,5,4,5,5,1,5,1,4,1,5,2,5,5,4,1,5,1,5,1,4,4,4,4
P00142,4,2,5,2,4,1,5,3,3,2,2,4,3,3,3,2,3,4,2,1,1,5,1,5,1,4,1,4,5,4,4,1,5,2,5,3,5,1,4,5,5,1,5,1,5,1,5,5,5,5
P00143,3,2,5,2,5,2,4,3,4,2,3,4,3,3,2,1,2,2,2,3,1,5,2,5,1,4,2,5,5,4,3,5,2,4,2,4,2,2,2,2,4,2,3,2,3,3,4,3,3,4
P00144,2,3,2,4,2,4,4,3,2,5,5,1,5,1,4,3,5,4,2,4,4,2,4,2,4,4,2,2,1,4,4,2,4,4,2,2,3,2,2,4,4,3,4,1,4,2,4,4,4,4
P00145,3,1,4,2,4,1,4,4,4,2,2,2,5,4,4,4,3,4,4,2,1,4,1,5,2,4,2,4,5,2,4,2,4,4,5,2,4,2,4,5,4,2,4,2,5,2,4,4,4,4
P00146,4,1,3,2,5,1,5,2,3,4,4,4,2,3,3,3,5,5,3,4,3,2,1,3,5,2,3,4,1,3,1,4,2,1,3,5,3,3,1,3,2,3,4,3,4,1,3,3,5,5
P00147,1,1,5,4,5,1,1,4,1,2,1,5,4,2,1,3,2,1,1,2,1,5,1,5,1,5,1,5,5,5,2,4,5,1,2,4,2,2,1,5,5,1,5,1,5,1,5,4,5,1
P00148,3,1,5,1,5,2,5,2,4,2,3,4,2,1,1,3,2,2,2,3,3,5,3,4,1,4,2,4,4,4,2,2,2,2,2,2,2,3,3,2,4,1,4,3,4,2,4,4,2,3
P00149,1,3,4,2,4,2,2,3,2,4,4,4,4,1,1,2,3,2,2,4,1,4,2,4,1,4,2,3,4,4,2,3,3,2,5,2,4,2,4,4,5,2,5,2,3,1,4,5,5,4
P00150,2,1,3,3,4,2,4,2,4,4,4,2,2,5,4,4,2,2,2,1,2,4,1,5,2,3,2,3,4,4,2,2,2,2,2,5,1,2,4,5,4,3,3,1,3,2,4,4,2,3
P00151,4,1,4,2,4,1,5,2,5,2,4,3,4,2,3,4,4,4,4,3,2,4,2,4,1,5,1,4,4,4,3,4,2,3,2,4,3,3,2,3,4,3,3,4,3,3,3,3,2,2
P00152,3,2,4,2,5,2,4,4,2,2,3,4,4,3,2,4,2,2,3,2,2,5,1,4,1,3,1,4,5,4,5,3,4,2,4,3,5,2,4,5,5,2,3,1,4,2,5,4,4,4
P00153,2,4,4,4,3,4,1,2,4,4,3,4,4,4,2,2,2,2,1,2,4,5,1,3,2,5,2,5,4,4,4,5,2,2,2,4,4,1,4,2,2,2,2,1,4,2,4,1,4,4
P00154,1,2,1,5,3,5,1,5,1,5,5,3,5,1,5,5,4,3,5,5,4,2,4,4,5,3,5,3,5,5,4,1,5,4,5,1,4,1,4,4,4,5,5,5,4,1,4,5,5,5
P00155,2,4,2,4,4,2,4,5,3,3,2,3,4,1,4,2,3,2,3,4,2,4,1,4,2,4,2,2,3,4,3,2,2,2,2,2,4,1,3,2,4,1,4,1,4,1,4,1,5,4
P00156,1,4,2,4,2,2,1,5,1,5,4,3,4,2,3,3,3,3,1,4,1,5,1,4,2,5,1,5,3,2,4,5,5,4,4,5,3,1,3,4,5,1,3,3,5,1,5,5,4,4
P00157,3,1,5,1,5,1,5,2,4,1,3,4,3,4,2,3,2,2,4,1,1,5,2,5,1,5,1,5,4,4,3,5,3,1,1,4,2,3,1,2,4,1,3,2,3,2,4,3,5,3
P00158,3,2,5,2,5,1,5,2,5,1,2,3,4,2,1,1,1,1,1,2,1,5,1,5,1,4,1,5,5,5,3,3,5,1,3,4,4,1,4,5,5,1,5,1,5,1,4,5,5,5
P00159,2,4,2,5,3,3,3,3,3,3,5,2,5,1,4,4,4,4,5,4,2,3,3,4,3,3,3,3,3,3,3,5,4,5,3,3,5,2,5,3,3,3,5,3,3,3,3,3,3,4
P00160,2,1,3,4,2,2,3,2,2,2,3,3,3,3,4,2,4,4,3,2,2,4,2,4,2,5,2,5,4,4,5,2,4,2,4,3,4,2,5,3,4,3,5,3,4,1,4,1,4,4
P00161,2,2,5,1,4,2,4,1,4,1,4,2,5,4,1,4,2,2,4,1,1,5,1,5,1,5,1,1,5,5,5,4,4,1,4,1,5,2,5,4,4,1,5,1,5,1,5,4,5,5
P00162,1,5,3,5,1,5,1,5,1,5,5,3,5,2,3,5,4,2,3,2,1,2,1,5,2,5,3,5,4,3,1,5,4,5,2,5,3,3,1,2,3,3,5,1,4,1,3,1,5,4
P00163,4,2,5,2,5,2,5,3,5,3,4,5,4,2,4,4,4,3,3,3,1,5,3,4,3,4,1,5,5,5,3,3,4,3,4,3,3,3,4,3,5,1,4,1,5,1,5,5,4,5
P00164,4,1,5,2,5,1,2,2,4,4,3,4,2,2,2,1,3,2,3,4,1,4,4,5,2,4,1,4,5,5,2,5,2,4,1,4,2,2,1,2,5,1,5,3,3,1,4,5,5,5
P00165,2,4,4,4,4,2,4,4,2,4,1,4,2,4,2,2,2,2,2,2,5,4,1,5,2,4,2,4,4,5,4,2,4,1,4,2,4,2,4,4,4,1,2,1,4,2,4,3,4,4
P00166,4,2,3,3,4,3,3,4,3,4,4,4,4,2,5,2,5,4,3,4,1,5,1,4,1,4,2,4,4,4,2,5,5,4,1,5,1,3,2,3,3,4,5,1,3,2,2,4,5,4
P00167,1,3,3,3,2,3,1,4,3,4,3,3,4,2,2,3,3,2,4,2,1,4,4,3,2,3,2,3,3,3,3,3,4,2,1,4,4,3,4,4,4,2,5,1,4,1,4,4,3,5
P00168,2,2,4,3,4,2,2,4,2,2,5,2,5,1,4,5,5,4,5,4,1,5,3,5,1,5,1,5,4,4,4,4,4,3,3,3,4,2,4,4,3,2,4,1,3,2,4,3,5,4
P00169,1,5,3,5,1,5,1,1,1,5,1,5,1,5,1,1,1,1,1,1,4,4,1,3,4,4,2,4,2,4,1,4,2,1,2,2,3,2,1,2,4,3,5,3,4,1,3,2,4,4
P00170,5,1,4,3,5,1,4,4,4,3,1,5,3,5,2,2,2,1,2,2,1,5,1,5,1,5,1,5,5,5,4,5,4,4,4,3,4,1,5,4,4,1,5,2,5,1,5,4,4,5
P00171,1,3,1,5,1,3,1,1,1,5,5,3,5,1,1,3,4,3,5,4,2,2,5,2,1,1,3,2,1,3,4,1,4,3,2,1,4,3,3,3,4,2,5,3,3,1,3,4,3,5
P00172,1,4,3,4,3,3,3,3,2,5,3,5,5,1,5,4,3,3,4,5,1,5,2,4,3,4,3,5,4,5,3,5,4,4,2,3,3,3,3,3,3,2,4,1,4,2,5,2,5,4
P00173,3,4,2,2,1,3,4,3,2,5,3,3,4,1,1,3,5,4,5,4,2,4,4,4,3,3,4,3,5,3,2,4,4,3,1,4,1,3,3,3,3,2,3,1,3,3,3,5,5,3
P00174,5,1,5,3,5,1,4,1,5,1,1,5,5,5,1,1,1,1,1,1,1,5,1,4,1,5,1,4,5,5,5,1,5,1,5,1,5,1,1,5,5,1,5,1,5,1,5,5,5,5
P00175,2,5,3,5,3,2,1,4,4,4,1,4,2,5,1,1,2,1,1,2,5,3,3,2,3,2,4,4,3,5,5,2,4,1,4,2,4,1,4,3,4,2,4,2,4,2,3,3,4,4
P00176,2,4,3,5,4,4,3,4,3,5,2,4,4,2,2,2,2,1,3,3,1,4,4,5,3,3,3,3,4,3,3,3,4,2,4,2,3,4,4,4,5,1,4,1,3,2,4,3,5,4
P00177,2,2,2,4,5,1,1,5,2,5,5,1,5,2,5,5,4,5,5,3,1,3,2,4,1,5,2,4,4,3,3,1,2,3,1,4,5,5,1,1,4,3,5,2,5,1,1,1,5,5
P00178,4,2,4,4,2,2,3,2,5,5,3,3,4,4,3,2,4,4,3,1,4,4,1,4,2,5,2,4,5,2,3,2,4,2,4,3,4,1,3,4,4,2,4,1,5,1,5,3,4,4
P00179,3,3,4,3,4,2,2,4,3,4,4,4,4,2,3,3,3,3,3,2,1,4,2,4,3,3,3,4,3,4,4,2,4,3,3,2,4,2,3,4,5,1,5,4,4,1,4,4,4,4
P00180,1,2,2,2,3,4,2,4,4,5,2,4,3,3,2,4,4,4,2,3,3,4,2,4,2,4,3,3,3,3,2,4,4,4,2,4,1,3,2,2,1,2,4,1,4,2,4,1,4,5
P00181,3,2,5,3,4,4,2,2,5,2,3,3,2,4,3,3,3,3,3,2,2,2,1,4,3,4,2,4,4,5,3,2,4,2,4,2,1,1,4,3,4,1,5,1,4,1,5,3,3,5
P00182,3,2,3,2,5,1,3,2,5,3,4,5,5,5,2,2,5,3,4,1,4,3,5,1,4,4,4,2,2,2,4,5,2,1,1,5,2,4,1,5,5,1,5,1,5,1,5,5,4,5
P00183,1,4,3,5,3,5,1,4,3,5,5,3,5,1,5,5,5,5,5,5,5,3,4,2,4,3,5,3,2,3,4,2,4,3,1,3,4,5,3,3,3,3,5,3,3,1,4,3,5,4
P00184,4,3,5,1,5,1,5,1,5,1,1,5,1,5,4,1,3,1,4,1,2,5,1,5,3,4,1,4,5,5,5,5,5,2,1,5,4,3,1,4,4,1,5,1,5,1,5,4,5,5
P00185,3,5,2,5,4,4,3,5,1,5,5,2,5,1,4,4,4,4,5,5,2,4,4,4,2,5,2,3,4,4,2,4,4,3,2,3,4,2,3,5,4,2,4,3,5,2,5,4,5,4
P00186,2,4,2,4,3,2,2,4,3,4,5,2,5,1,4,4,5,5,5,5,2,4,4,4,2,4,2,4,4,1,2,4,4,4,2,3,4,4,3,4,5,1,5,1,5,1,5,5,4,5
P00187,5,2,5,1,5,2,5,5,3,2,3,3,3,3,3,3,3,3,3,2,4,4,2,3,1,3,1,4,3,3,3,2,3,1,5,2,4,2,2,2,3,2,3,2,3,2,5,2,4,3
P00188,3,2,4,3,3,4,2,4,2,4,1,4,2,5,3,3,3,2,3,2,2,4,2,4,2,4,3,2,3,3,3,4,4,1,2,4,4,3,2,4,4,1,2,2,3,4,4,3,4,3
P00189,1,5,4,5,1,2,1,4,3,5,3,5,3,2,4,1,1,1,3,3,5,3,4,1,3,1,2,2,1,2,2,5,5,3,1,3,4,4,3,3,5,1,3,1,4,2,5,5,5,5
P00190,1,4,2,3,4,4,1,4,2,3,5,3,2,3,4,3,3,2,3,3,2,3,2,4,2,5,3,3,4,3,3,3,3,3,3,2,3,1,5,3,2,4,4,3,3,4,3,2,5,2
P00191,5,1,5,3,1,5,1,1,5,5,5,1,1,5,5,1,2,1,1,1,5,5,1,5,5,5,1,5,5,5,1,1,5,5,1,5,1,5,4,5,1,1,5,2,3,5,4,1,1,4
P00192,4,3,3,3,3,3,4,4,3,1,4,4,4,2,4,5,5,3,4,3,1,4,1,4,4,5,3,5,4,5,3,5,3,4,3,5,2,1,3,4,2,3,4,3,5,2,5,3,2,4
P00193,4,3,4,2,4,2,3,2,4,4,1,3,3,3,2,2,4,4,2,3,5,4,1,5,2,4,2,5,4,4,3,2,4,2,5,2,4,2,4,3,3,2,4,2,4,2,4,2,4,4
P00194,1,5,3,5,1,5,3,5,1,4,2,3,3,4,3,3,4,4,4,1,4,2,4,1,5,2,4,2,1,3,3,3,5,4,2,3,3,3,3,3,4,4,5,3,4,1,4,3,3,5
P00195,1,5,4,4,1,5,3,4,5,5,3,5,5,5,5,3,3,3,4,5,4,4,2,4,2,4,2,3,4,3,2,3,5,4,2,2,2,4,1,4,4,2,4,1,4,2,2,3,5,5
P00196,4,2,5,3,5,3,5,1,5,2,1,5,1,3,4,1,2,1,2,3,3,5,4,4,2,4,2,4,5,5,2,4,2,5,1,3,2,5,1,1,4,4,5,3,2,1,3,3,4,3
P00197,2,4,3,4,1,4,2,4,1,4,4,2,5,4,4,4,3,2,4,3,2,3,4,2,2,2,4,4,2,4,2,2,4,3,2,3,4,2,1,4,4,4,4,4,3,2,3,3,4,4
P00198,3,2,4,2,3,2,2,1,5,5,2,4,4,2,1,4,5,1,1,3,4,4,1,4,2,5,2,5,5,5,5,3,5,2,3,5,3,3,5,5,2,3,4,3,4,1,3,2,3,3
P00199,5,1,5,3,5,2,5,2,3,2,3,3,3,3,3,3,2,2,2,3,5,5,1,5,2,5,1,5,5,4,5,4,5,2,3,1,3,3,5,3,2,3,3,3,3,3,5,2,3,3
P00200,1,5,2,5,2,4,1,5,1,5,2,4,2,4,2,2,2,1,2,1,3,4,1,4,3,3,3,4,4,4,3,4,3,2,2,5,3,2,3,3,4,3,5,1,5,1,3,4,5,5
P00201,3,2,3,2,3,3,3,5,2,3,3,3,5,4,2,4,3,3,3,3,1,4,3,4,1,4,2,4,4,3,4,4,5,3,3,2,5,2,2,5,3,2,4,2,3,5,4,4,4,5
P00202,1,5,1,5,1,5,1,5,1,5,5,1,5,2,5,5,4,4,1,3,5,1,1,3,5,5,5,1,1,3,3,5,3,3,3,5,3,4,2,3,3,3,5,5,1,3,3,2,5,1
P00203,1,3,5,1,3,4,3,5,5,5,3,5,5,5,5,5,3,2,4,3,5,5,5,5,1,5,3,3,5,4,1,3,3,5,3,5,3,3,3,3,4,5,4,3,3,1,3,3,3,4
P00204,5,1,5,1,5,1,5,2,5,1,5,2,5,2,4,3,5,4,5,4,1,5,3,5,1,5,1,5,5,5,3,4,4,3,4,3,4,1,3,4,4,1,5,2,5,1,5,1,5,5
P00205,1,5,2,3,1,3,1,5,3,5,1,1,5,1,1,1,5,1,1,1,3,3,3,5,3,5,3,5,4,1,3,1,5,3,3,1,5,2,3,5,5,5,5,5,3,1,1,3,5,3
P00206,1,4,5,2,4,2,4,2,5,4,1,4,3,4,2,2,1,1,1,1,1,5,1,4,2,4,1,4,4,4,4,1,4,2,3,2,4,1,4,4,4,2,5,2,4,2,5,5,5,5
P00207,1,3,2,2,4,4,1,5,1,5,3,3,4,2,3,4,5,3,4,4,2,3,2,2,2,4,3,3,4,2,3,2,4,2,4,2,5,3,4,3,4,3,3,2,3,4,4,4,4,3
P00208,2,5,2,5,3,4,4,2,5,3,1,3,4,3,2,3,4,3,3,3,5,3,5,2,3,4,3,4,2,4,5,2,3,3,4,4,3,2,3,4,1,3,4,3,4,4,3,3,4,3
P00209,4,1,5,2,4,1,4,2,5,2,3,5,4,4,4,2,1,2,2,2,1,5,2,5,1,5,1,4,5,5,4,4,4,3,4,2,5,2,5,4,4,4,3,5,4,3,4,3,5,4
P00210,1,4,5,5,2,4,1,5,1,2,3,5,5,5,5,1,1,1,1,1,1,1,3,1,5,1,5,1,1,1,5,1,5,1,5,1,5,1,5,1,3,1,3,1,3,1,5,3,5,3
P00211,1,4,4,5,2,4,1,4,2,4,4,4,5,4,2,4,2,2,4,2,4,2,4,2,4,2,4,2,2,2,5,4,5,2,5,5,5,1,4,4,4,2,4,2,4,2,2,4,2,3
P00212,3,4,4,3,4,2,4,4,2,2,4,3,4,3,2,4,2,2,4,2,1,4,2,4,2,4,2,4,3,4,3,5,3,4,2,4,3,2,2,4,4,2,4,3,4,1,4,3,4,4
P00213,1,4,2,3,4,2,1,5,2,5,3,3,5,1,3,4,4,5,3,5,5,4,4,2,3,1,2,5,2,4,3,2,5,1,3,3,4,3,2,5,5,1,4,1,4,3,5,5,4,5
P00214,2,4,2,3,5,4,2,4,3,4,1,4,4,3,2,5,3,3,5,3,2,3,3,5,1,5,5,5,5,4,3,1,3,2,3,5,2,3,3,4,3,5,2,1,4,4,4,4,3,4
P00215,4,1,3,3,4,1,5,3,5,2,3,4,5,4,3,5,3,3,5,3,1,5,4,5,2,5,1,5,5,4,5,1,5,3,3,3,5,1,3,4,2,2,5,3,2,2,2,1,5,3
P00216,3,3,3,3,3,5,1,5,1,5,1,5,4,2,4,3,5,3,2,4,2,4,1,5,2,5,1,3,5,2,3,5,5,4,1,1,5,3,5,3,1,5,4,2,1,5,3,1,5,1
P00217,2,3,2,3,2,1,2,3,3,4,4,3,5,3,4,4,4,4,4,4,1,4,1,5,1,5,1,3,5,3,5,2,5,2,4,1,5,3,4,4,5,1,5,2,5,1,4,4,5,5
P00218,4,1,3,1,5,1,1,1,5,5,4,3,5,1,1,1,3,1,1,5,1,5,5,5,1,5,1,3,5,4,4,5,5,2,1,2,5,2,3,2,5,3,5,1,5,1,4,5,5,5
P00219,2,1,4,4,5,1,3,4,5,2,4,3,5,1,2,2,3,2,1,2,1,4,3,5,1,4,1,4,4,4,3,1,4,2,4,1,5,1,2,4,3,1,5,5,4,1,4,4,5,2
P00220,2,4,2,4,2,4,2,2,3,3,4,2,4,4,4,4,4,3,4,4,2,2,4,4,4,4,4,2,4,3,2,2,4,2,3,3,2,2,2,4,4,4,2,4,2,4,2,2,4,2
P00221,4,1,3,1,4,1,5,1,5,1,5,2,5,1,5,5,5,5,5,5,1,5,4,4,1,4,1,5,5,4,3,5,5,5,1,5,1,3,1,3,5,3,5,3,5,1,5,4,4,5
P00222,5,1,5,3,5,2,5,3,4,1,4,3,5,1,3,4,4,4,2,5,1,5,2,5,1,3,1,4,4,4,3,3,4,3,2,2,4,3,3,3,5,1,3,1,3,2,4,5,4,3
P00223,3,4,4,2,4,2,2,2,5,2,3,5,3,2,4,3,3,1,3,2,4,4,4,2,4,4,2,3,4,4,5,5,2,2,3,4,3,2,1,3,4,3,4,2,5,1,4,3,2,5
P00224,5,1,5,1,5,1,4,5,1,4,1,5,3,1,4,5,1,3,5,1,4,5,3,3,1,5,1,5,4,3,5,1,5,1,3,5,1,3,4,3,5,1,3,3,4,1,5,5,2,3
P00225,2,4,3,4,2,3,2,4,4,4,4,4,5,3,3,3,4,4,3,3,2,5,2,5,2,4,2,3,5,3,3,3,4,3,1,1,4,5,3,3,3,3,5,2,3,1,2,2,5,5
P00226,4,3,2,3,2,3,2,3,3,2,3,1,5,2,2,5,3,4,3,2,5,3,1,2,2,5,3,3,4,2,5,1,4,2,5,4,3,5,4,2,3,2,3,2,2,4,3,3,3,2
P00227,2,2,4,4,3,2,4,4,4,5,5,2,5,2,2,3,2,2,4,4,1,4,4,5,1,4,1,5,5,4,5,4,4,2,2,4,3,2,4,4,5,2,5,2,4,1,4,4,5,3
P00228,3,3,5,2,3,1,4,3,5,2,1,4,1,4,2,4,1,2,4,2,2,4,3,2,5,1,4,3,4,3,4,4,2,5,3,5,4,3,2,4,5,1,4,1,5,1,5,5,3,5
P00229,1,3,2,5,2,2,1,5,2,4,4,3,4,2,4,3,4,3,3,4,1,4,2,4,2,4,4,4,4,4,4,5,4,4,3,4,3,4,4,3,4,2,2,2,3,4,4,4,4,3
P00230,2,4,2,4,2,2,2,4,1,4,3,3,4,2,2,3,3,4,3,4,4,3,4,3,2,3,3,3,3,3,2,4,4,4,2,4,2,2,3,2,4,1,5,2,3,2,3,4,4,4
P00231,2,4,2,4,2,4,2,4,2,4,3,4,3,2,3,4,4,4,2,4,3,3,2,4,2,4,2,4,3,3,4,2,2,2,2,4,4,2,4,3,4,2,2,2,4,2,4,2,4,3
P00232,1,4,1,3,3,3,1,4,1,5,5,1,3,1,5,5,5,5,5,5,4,1,3,4,4,2,5,3,3,4,2,3,3,4,4,4,2,3,1,5,3,3,5,1,4,1,5,4,5,5
P00233,1,3,1,5,1,5,1,5,5,5,5,1,5,1,5,5,5,5,5,1,5,2,1,5,1,5,5,1,5,1,1,1,5,1,2,5,5,5,1,1,5,1,5,5,5,1,5,1,5,5
P00234,1,2,4,4,5,4,1,4,5,5,5,1,5,5,4,5,5,5,5,5,5,5,4,5,2,5,1,5,5,5,4,4,5,4,4,5,5,5,4,5,1,1,3,5,1,5,5,1,4,2
P00235,3,1,4,3,3,1,4,3,3,5,3,4,5,3,2,3,4,1,3,2,1,5,1,5,1,5,1,5,5,5,2,4,5,3,3,4,1,3,2,4,4,1,5,1,4,1,5,4,5,5
P00236,1,4,1,5,1,5,1,4,1,5,1,1,2,5,5,4,5,4,4,2,4,1,4,1,5,1,5,1,1,1,1,5,3,5,1,5,1,5,1,2,3,1,1,5,1,1,4,1,1,4
P00237,3,3,3,2,4,2,2,3,2,2,4,2,5,1,4,5,5,5,4,5,1,4,2,5,1,5,2,5,4,4,2,2,4,5,1,2,4,2,2,3,4,3,5,2,2,2,5,2,5,3
P00238,2,4,2,4,3,3,3,4,2,4,3,4,4,4,4,3,3,3,3,3,4,4,3,4,2,4,3,3,3,4,4,3,3,4,2,4,4,3,3,3,4,3,4,3,4,2,4,2,3,4
P00239,1,4,1,4,5,4,5,4,2,2,5,2,5,1,4,4,5,4,4,5,5,4,2,3,4,3,4,2,1,1,5,2,4,3,3,3,4,2,4,4,4,5,4,5,2,2,4,4,4,3
P00240,1,5,3,4,2,5,2,4,1,3,2,4,3,3,2,2,3,2,2,3,4,2,1,3,3,4,4,3,3,3,4,2,3,2,4,3,4,2,4,4,3,2,3,2,3,2,4,4,5,3
P00241,1,3,1,4,2,4,1,3,4,5,5,2,5,1,4,5,5,4,3,5,2,4,3,3,2,4,2,3,2,3,3,5,4,4,1,3,3,4,1,4,3,1,5,1,4,1,5,4,5,4
P00242,3,3,5,3,5,1,4,2,3,3,1,5,2,5,1,1,1,1,1,1,1,5,1,5,1,4,1,4,5,5,4,4,3,1,3,3,3,1,1,5,5,1,5,1,4,1,5,4,5,4
P00243,1,2,3,4,3,2,2,4,2,4,5,1,5,1,3,5,4,4,5,5,1,5,5,5,2,5,2,3,5,4,2,4,3,4,2,4,5,4,2,3,4,2,3,1,3,4,5,4,4,3
P00244,2,4,3,4,2,5,2,5,1,5,5,4,4,4,4,3,2,2,4,4,4,4,2,4,2,4,4,3,2,3,3,3,4,3,1,4,3,3,1,2,3,5,3,4,4,3,3,2,3,3
P00245,1,1,5,5,5,5,3,4,5,5,5,1,5,3,5,5,5,5,5,5,5,3,2,5,1,5,2,4,5,4,2,5,5,5,4,5,3,4,5,5,4,4,5,4,4,2,4,2,5,4
P00246,3,1,5,3,3,1,5,3,5,1,5,1,5,3,5,5,5,5,5,4,5,4,1,5,1,5,3,5,5,5,1,5,1,3,1,5,1,5,1,1,4,3,5,2,3,5,5,2,5,5
P00247,2,1,4,2,5,1,2,2,3,2,3,4,5,1,4,4,2,2,4,2,2,4,1,4,2,3,2,1,2,4,4,1,5,1,4,1,5,2,5,4,5,1,5,1,5,1,4,5,2,4
P00248,1,5,2,5,1,4,1,5,1,5,2,4,2,3,2,2,5,5,2,3,2,2,3,4,4,3,5,2,4,3,2,1,3,3,1,1,5,4,1,3,3,2,5,3,3,1,4,3,4,3
P00249,1,4,3,4,3,1,2,3,2,4,4,3,5,2,2,2,3,3,3,3,2,3,1,4,2,2,3,3,4,3,5,2,4,2,3,1,4,2,4,3,5,2,4,2,3,2,5,4,4,3
P00250,3,5,4,4,2,3,3,2,4,2,4,3,5,3,4,5,3,3,2,3,4,3,1,5,3,5,3,2,4,4,3,1,5,3,4,3,4,3,3,4,2,1,4,2,4,1,4,1,3,4
P00251,5,2,4,3,2,3,4,3,3,5,3,4,3,3,2,2,2,1,2,2,1,4,3,4,3,5,3,4,4,5,3,1,2,4,4,4,2,1,1,3,3,1,4,5,4,2,5,2,5,3
P00252,1,5,2,5,2,3,1,5,1,5,3,2,4,2,4,1,2,1,1,3,1,4,1,5,2,5,2,5,4,5,2,4,3,2,1,3,4,2,4,3,5,1,4,1,4,1,4,5,5,5
P00253,3,4,4,4,4,3,4,3,3,4,4,3,3,2,3,4,4,5,4,3,5,4,2,4,3,5,2,4,5,3,2,4,4,4,2,4,4,2,2,4,3,3,3,2,3,2,4,3,3,4
P00254,3,4,4,2,3,4,4,4,4,4,2,3,4,4,2,4,2,2,2,4,4,3,1,4,3,3,3,3,4,4,3,1,5,2,4,1,4,1,3,4,2,2,4,2,5,1,5,2,4,4
P00255,4,3,5,1,5,1,3,2,5,2,3,2,3,3,3,2,4,3,4,2,3,4,2,3,2,2,2,3,3,5,4,3,5,2,5,1,5,1,5,3,3,3,4,2,5,1,3,1,3,5
P00256,1,2,5,4,4,2,5,5,1,5,5,4,5,3,4,4,3,3,3,1,1,5,1,5,3,5,1,5,5,5,3,5,5,5,3,5,5,4,4,5,5,3,4,3,5,2,5,5,5,5
P00257,1,3,1,2,1,2,1,3,2,5,5,5,5,2,5,5,2,3,3,4,3,2,1,3,3,3,3,3,4,3,1,3,2,3,1,2,4,3,4,4,3,4,4,3,3,2,3,1,5,2
P00258,1,4,1,5,1,4,1,5,1,5,4,2,4,2,1,1,4,4,2,5,3,3,1,3,3,3,2,3,3,3,5,2,4,4,4,2,4,2,2,5,5,1,5,1,4,1,4,5,5,5
P00259,2,2,3,2,2,3,4,4,2,4,3,3,4,2,4,3,2,2,4,4,3,4,4,3,1,2,3,4,2,3,4,4,4,4,3,4,2,3,3,4,4,2,5,1,4,1,3,4,4,4
P00260,1,4,3,4,1,3,2,5,3,2,4,2,5,2,4,4,3,3,3,4,1,4,1,5,1,5,2,3,5,3,3,1,4,4,1,1,5,3,4,3,4,1,5,3,4,1,5,4,4,1
P00261,4,4,5,1,4,5,5,1,5,2,4,5,4,1,1,2,1,3,5,2,5,5,1,5,1,5,2,4,5,5,5,1,5,1,5,4,1,1,5,5,5,1,1,1,5,1,5,2,5,5
P00262,1,1,3,4,3,4,1,2,1,5,1,2,1,2,4,1,2,1,1,1,1,5,1,5,1,5,1,5,5,1,5,4,5,2,4,2,5,2,1,2,5,1,5,1,3,5,5,2,5,2
P00263,3,4,4,4,5,2,3,3,2,5,5,3,5,3,3,3,2,4,2,4,4,4,2,5,2,4,2,5,5,4,4,2,5,1,3,2,3,3,5,3,3,3,5,4,4,2,5,2,4,5
P00264,2,2,3,4,3,1,2,3,3,4,3,3,4,2,2,3,3,2,3,3,1,4,1,5,2,4,2,5,5,3,4,1,5,1,5,1,5,1,4,4,5,2,4,2,4,1,4,4,5,4
